Advisory,Advisory ID,Published Date,Updated Date,URL,CVE IDs,Description,CVSS Base Score 3.1,CVSS Vector 3.1,CVSS Base Score 4.0,CVSS Vector 4.0,Affected Products,Recommendation
Intel® TDX Module Software Advisory,INTEL-SA-01070,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01070.html,['CVE-2024-21801'],Insufficient control flow management in some Intel® TDX module software before version 1.5.05.46.698 may allow a privileged user to potentially enable denial of service via local access.,7.1 High,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.3 High,CVSS:4.0/AV:L/AC:L/AT:P/PR:H/UI:N/VC:H/VI:H/VA:N/SC:H/SI:N/SA:N,Intel® TDX module software versions before version 1.5.05.46.698.,Intel recommends that users of the Intel® TDX module update to the latest version provided by the system manufacturer that addresses these issues.
Intel® oneAPI Compiler Software Advisory,INTEL-SA-01057,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01057.html,['CVE-2024-21857'],Uncontrolled search path for some Intel® oneAPI Compiler software before version 2024.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.7 Medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,5.4 Medium,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:A/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,Intel® oneAPI DPC++/C++ Compiler before version 2024.1. Intel® Fortran Compiler before version 2024.1. Intel® oneAPI Base Toolkit before version 2024.1. Intel® oneAPI HPC Toolkit before version 2024.1. Intel® Distribution for Python for Windows before 2024.1.,Intel recommends updating Intel® oneAPI DPC++/C++ Compiler to version 2024.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#dpcpp-cpp  Intel recommends updating Intel® Fortran Compiler to version 2024.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#fortran  Intel recommends updating Intel® oneAPI Base Toolkit to version 2024.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/base-toolkit-download.html  Intel recommends updating Intel® oneAPI HPC Toolkit to version 2024.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/hpc-toolkit.html#gs.36knya  Intel recommends updating Intel® Distribution for Python for Windows to version 2024.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/distribution-for-python.html#gs.3slms1
2024.2 IPU - Intel® Processor Stream Cache Advisory,INTEL-SA-01046,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01046.html,['CVE-2023-49141'],Improper isolation in some Intel® Processors stream cache mechanism may allow an authenticated user to potentially enable escalation of privilege via local access.,7.8 High,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,7.3 High,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"Product Collection

Platform

Vertical Segment

CPU ID

Platform ID

4th Generation Intel® Xeon® Scalable processors

 4th Generation Intel® Xeon® Platinum processors

 4th Generation Intel® Xeon® Gold Processors

 4th Generation Intel® Xeon® Silver Processor

 4th Generation Intel® Xeon® Bronze Processor

Eagle Stream

Server

0x806f8

0x87

Intel® Xeon® CPU Max Series processors (High Bandwidth Memory HBM)

Eagle Stream

Server

806F8

 0x4

4th Generation Intel® Xeon® Edge Enhanced Processors

 4th Gen Intel Xeon Scalable Processors with Intel® vRAN

Eagle Stream

Network and Edge

0x806f8

0x1

Intel® Xeon® W2400 and W3400 Processors

Fishhawk Falls

Workstation

0x806F8

0x87

Intel® Xeon® E processor family

Catlow

Server

0xB0671

0x1

 0x4

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Mobile

0x906A4

80

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Mobile

0x906A3

80

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Desktop

0x90672

07

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Desktop

0x90675

07

13th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Raptor Lake

Mobile Desktop

0xB0671

 0xB06A2

01

13th Generation Intel® Core™ i7 processors

Raptor Lake Refresh

Mobile

0xB06A3

 0xB06F2

 0xB06F5

0x7

 0x1

 0x2 ","Intel recommends that users of affected Intel® Processors update to the latest version firmware provided by the system manufacturer that addresses these issues. Intel has released microcode update for the affected products that are currently supported on the public github repository. Please see details below on access to the microcode:

Public Github:  https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files. The microcode patch can be OS loaded."
Intel® Core™ Ultra Processor Stream Cache Advisory,INTEL-SA-01038,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01038.html,['CVE-2023-42667'],Improper isolation in the Intel® Core™ Ultra Processor stream cache mechanism may allow an authenticated user to potentially enable escalation of privilege via local access.,7.8 High,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,7.3 High,CVSS:4.0/AV:L/AC:H/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,"Product Collection

 Platform

 Vertical Segment

 CPU ID

 Platform ID

 Intel® Core™ Ultra processors

 Meteor Lake

 Client

 0xa06a4

 0x7","Intel recommends that users of affected Intel® Processors update to the latest version firmware provided by the system manufacturer that addresses these issues. Intel has released microcode version 0x17 for the affected Intel® Core™ Ultra processors that are currently supported on the public github repository. Please see details below on access to the microcode:

Public Github:https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files. The microcode patch can be OS loaded."
Intel® NUC BIOS Firmware Advisory,INTEL-SA-01022,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01022.html,"['CVE-2023-45230(Non-Intel issued)', 'CVE-2023-45235(Non-Intel issued)', 'CVE-2023-39539(Non-Intel issued)', 'CVE-2024-34163', 'CVE-2023-45237(Non-Intel issued)', 'CVE-2023-45233(Non-Intel issued)', 'CVE-2023-45236(Non-Intel issued)', 'CVE-2023-45231(Non-Intel issued)', 'CVE-2023-45234(Non-Intel issued)', 'CVE-2022-36763(Non-Intel issued)', 'CVE-2023-45229(Non-Intel issued)', 'CVE-2023-45232(Non-Intel issued)']",EDK2's Network Package is susceptible to an infinite loop vulnerability when parsing unknown options in the Destination Options header of IPv6. This vulnerability can be exploited by an attacker to gain unauthorized access and potentially lead to a loss of Availability.,7.5 High,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NaN None,null,"Intel® NUC X15 Laptop: LAPAC71G and LAPAC71H before version 0065. LAPBC510 and LAPBC710 before version 0083. LAPRC510, LAPRC710 before version 0066. LAPKC51E, LAPKC71E, LAPKC71F before version 0048.","Intel recommends updating the affected Intel® NUC BIOS firmware to the latest version Intel® NUC X15 Laptop Kits

Download Link

LAPAC71G, LAPAC71H

ACADL357.0065

LAPBC510, LAPBC710

BCTGL357.0083

LAPRC510, LAPRC710

RCADL357.0066

LAPKC51E, LAPKC71E, LAPKC71F 

KCTGL357.0048"
Intel® TDX Module Software Advisory,INTEL-SA-01010,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01010.html,['CVE-2024-39283'],Incomplete filtering of special elements in Intel® TDX module software before version TDX_1.5.01.00.592 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.0 Medium,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,8.5 High,CVSS:4.0/AV:L/AC:L/AT:P/PR:H/UI:N/VC:H/VI:H/VA:N/SC:H/SI:H/SA:N,Intel® TDX module software before version TDX 1.5.01.00.592.,Intel recommends updating the TDX module software to version TDX 1.5.01.02.595 or later.
2024.3 IPU - Intel® Chipset Firmware Advisory,INTEL-SA-00999,"August 22, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00999.html,"['CVE-2023-40067', 'CVE-2023-35061', 'CVE-2023-48361', 'CVE-2024-21844', 'CVE-2023-34424', 'CVE-2023-38655']",Improper buffer restrictions in firmware for some Intel® AMT and Intel® Standard Manageability may allow a privileged user to potentially enable denial of service via network access.,6.8 Medium,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H,6.9 Medium,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,"Chipset/SOC

Versions Before

CVE ID

Intel® C420 Chipset

 Intel® X299 Chipset

11.12.96

CVE-2023-38655

CVE-2023-34424

CVE-2023-48361

CVE-2023-35061




Intel® C620 series chipset

11.22.96

CVE-2023-38655

CVE-2023-34424

CVE-2023-48361

CVE-2023-35061




8th Gen Intel® Core™ processor

11.8.96

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-48361

CVE-2023-35061




Intel® 200 Series Chipset

 Intel® 100 Series Chipset

11.8.96

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-48361

CVE-2023-35061




Intel® 300 Series Chipset

12.0.95

CVE-2023-38655

CVE-2023-34424

CVE-2023-48361

CVE-2024-21844

CVE-2023-35061




Intel® C240 Series Chipset

12.0.95

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-48361

CVE-2023-35061

8th Gen Intel® Core™ processor

 Pentium® Gold processor series (G54XXU)

 Celeron® processor 4000 series

12.0.95

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-48361

CVE-2023-35061




10th Gen Intel® Core™ processor

13.0.69

CVE-2023-48361

Pentium® Silver processor series

 Celeron® processor N series

13.50.29

CVE-2023-34424

CVE-2023-48361

Intel® 400 Series Chipset

14.1.74

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-48361

CVE-2023-35061




Intel® 500 Series Chipset

15.0.49

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-40067

CVE-2023-48361

CVE-2023-35061




Intel® C250 Series Chipset

15.0.49

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-40067

CVE-2023-48361

  CVE-2023-35061

Intel Atom® x6000E series

 Intel Pentium® and Celeron® N and J Series processors

15.40.34

CVE-2023-34424

CVE-2023-40067

CVE-2023-48361




Intel® 700 series chipset

 Intel® 600 series chipset

16.1.32

CVE-2023-38655

CVE-2023-34424

CVE-2024-21844

CVE-2023-40067

CVE-2023-48361

CVE-2023-35061

Intel® 600 series chipset

16.50.12

CVE-2023-34424

CVE-2023-48361

Intel Atom® processor X E3900 series

 Intel® Pentium® processor J4000/N4000 series

 Celeron® processor J3000/N3000 series

3.1.96

CVE-2023-48361

Intel® Pentium® processor J5000/N5000 series

 Celeron® processor J4000/N4000 series

4.0.52

CVE-2023-48361 ","Intel recommends that users of Intel® Converged Security and Manageability Engine (CSME), Intel® Active Management Technology (AMT), Intel® Standard Manageability, Intel® PROSet/Wireless and Intel® Killer™ Wi-Fi software  update to the latest version provided by the system manufacturer that addresses these issues."
Intel® Ethernet Controllers and Adapters Advisory,INTEL-SA-00918,"August 22, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00918.html,"['CVE-2024-21810', 'CVE-2024-23497', 'CVE-2024-21807', 'CVE-2024-23981', 'CVE-2024-24986', 'CVE-2024-21769', 'CVE-2024-23499', 'CVE-2024-24983', 'CVE-2024-21806']",Improper conditions check in the Linux kernel mode driver for the Intel® 800 Series Ethernet Driver before version 28.3 may allow an authenticated user to potentially enable denial of service via local access.,5.5 Medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.8 Medium,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,"Intel® 800 Series Ethernet Linux Kernel Mode Driver issues: CVE-2024-23981, CVE-2024-21810, CVE-2024-21807, CVE-2024-23497, CVE-2024-24986, CVE-2024-23499  Intel(R) Ethernet Controllers E800 Series with NVM image versions before 3.36 and Intel(R) Ethernet Complete Driver Pack before version 28.3. CVE-2024-21806  Intel(R) Ethernet Controllers E800 Series with NVM image versions before 4.4 CVE-2024-24983  Windows Installer issue: CVE-2024-21769","Intel recommends updating the software for impacted Intel® 800 Series Ethernet Driver to the versions provided below or later.  For the Intel® 800 Series Ethernet Linux Kernel Mode Driver issues: CVE-2024-23981, CVE-2024-21810, CVE-2024-21807, CVE-2024-23497, CVE-2024-24986, CVE-2024-23499:
Update to the Intel® Ethernet Adapter Complete Driver Pack versions 28.3 or later. CVE-2024-23499:
For the Linux Kernel in-tree driver specific patch, update to the latest commit available at this Git location. For the Intel® Ethernet Controllers E800 Series issue: Update to NVM image versions 4.4 or higher included with the Intel® Ethernet Adapter Complete Driver Pack versions 28.3 or higher.
Update to NVM image version 3.36 or higher included Intel® Ethernet Adapter Complete Driver Pack versions 28.3 or later. For the Windows Installer issue: CVE-2024-21769
Update to the Intel® Ethernet Adapter Complete Driver Pack versions 28.3 or later."
BMRA Software Advisory,INTEL-SA-00790,"August 13, 2024","August 13, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00790.html,['CVE-2024-21787'],Inadequate encryption strength for some BMRA software before version 22.08 may allow an authenticated user to potentially enable escalation of privilege via local access.,6.4 Medium,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,7.1 High,CVSS:4.0/AV:L/AC:H/AT:N/PR:H/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,BMRA software before version 22.08.,Intel recommends that users of BMRA software update to 22.08 or later. Updates are available for download at this location: https://github.com/intel/container-experience-kits/releases
Intel® Neural Compressor Software Advisory,INTEL-SA-01109,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01109.html,"['CVE-2024-22476', 'CVE-2024-21792']",Time-of-check Time-of-use race condition in Intel® Neural Compressor software before version 2.5.0 may allow an authenticated user to potentially enable information disclosure via local access.,,,,,Intel® Neural Compressor software before version 2.5.0.,Intel recommends updating Intel® Neural Compressor software to version 2.5.0 or later. Updates are available for download at this location: https://github.com/intel/neural-compressor/releases.
Intel® DSA and Intel® IAA Advisory,INTEL-SA-01084,"June 28, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01084.html,['CVE-2024-21823'],Hardware logic with insecure de-synchronization in Intel® DSA and Intel® IAA for some Intel® 4th or 5th generation Xeon® processors may allow an authorized user to potentially enable escalation of privilege local access.,,,,,"4th and 5thGeneration Intel® Xeon® Scalable Processors DSA version 1.0 and IAA version 1.0: Product Collection

Platform

Vertical Segment

CPU ID

Device ID

4th Generation Intel® Xeon® Scalable processors

4th Generation Intel® Xeon® Platinum processors

4th Generation Intel® Xeon® Gold Processors

4th Generation Intel® Xeon® Silver Processor

4th Generation Intel® Xeon® Bronze Processor

4th Gen Intel Xeon Scalable Processors with Intel® vRAN

Intel® Xeon® W workstation processors

Eagle Stream

Server, Workstation

806F7

806F8

DSA-8086:0b25
IAA-8086:0cfe

5th Generation Intel® Xeon® Scalable processors

Eagle Stream

Server

C0F62

DSA-8086:0b25
IAA-8086:0cfe","Intel recommends following the steps below to address these issues: Restrict untrusted usage of Intel® DSA/IAA devices on impacted Intel® 4th Generation and 5th Generation Xeon® scalable processors, from VM guest or 3rd party application. Intel has worked with the OS vendor to provide an updated Kernel to mitigate this issue, by disallowing direct access to Intel® DSA and IAA v1.0 devices by untrusted software. Intel recommends using the upstream or LTS Linux kernel with the updated driver containing mitigations. Please contact your OS vendor for updates. In addition, Intel will be updating DSA and TAA libraries to work with the updated kernel version and recommends updating them so they will work with the updated driver. Please see the guidance doc:Intel® Data Streaming Accelerator and Intel® In-Memory Analytics Accelerator Error Reporting"
Intel® Server Products UEFI Firmware Advisory,INTEL-SA-01080,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01080.html,"['CVE-2024-22382', 'CVE-2024-23487', 'CVE-2024-24981', 'CVE-2024-23980', 'CVE-2024-22095', 'CVE-2023-22662']",Improper input validation of EpsdSrMgmtConfig in UEFI firmware for some Intel® Server Board S2600BP products may allow a privileged user to potentially enable denial of service via local access.,,,,,Intel® Server D50DNP Family Intel® Server M50FCP Family Intel® Server Board S2600BP Family,"Intel recommends that users of Intel® Server D50DNP UEFI firmware update to the latest version available at: https://www.intel.com/content/www/us/en/download/763516/bios-and-firmware-update-package-for-uefi-for-intel-server-d50dnp-family.html  Intel recommends that users of Intel® Server M50FCP UEFI firmware update to the latest version available at: https://www.intel.com/content/www/us/en/download/775999/bios-and-system-firmware-update-package-sfup-for-windows-and-linux-for-intel-server-m50fcp-family.html  Intel has issued a Product Discontinuation Notice for Intel® Server Board S2600BP as of 05/14/2024 the Intel® Server Board S2600BP is not supported with any additional functional, security, or other updates. Intel recommends that users discontinue use and migrate to the newer generation product listed in Recommendations as soon as possible."
Intel® Processor Diagnostic Tool Advisory,INTEL-SA-01069,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01069.html,['CVE-2024-21831'],Uncontrolled search path in some Intel® Processor Diagnostic Tool software before version 4.1.9.41 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Processor Diagnostic Tool software before version 4.1.9.41.,"Intel recommends updating Intel® Processor Diagnostic Tool software to version 4.1.9.41 or later. Updates are available for download at this location:
https://www.intel.com/content/www/us/en/download/15951/intel-processor-diagnostic-tool.html"
Intel® GPA Framework Software Advisory,INTEL-SA-01067,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01067.html,"['CVE-2024-21861', 'CVE-2024-21788']",Uncontrolled search path in some Intel® GPA software before version 2023.4 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® GPA software before version 2023.4. Intel® GPA Framework software before version 2023.4.,Intel recommends updating Intel® GPA software and Intel® GPA Framework software to version 2023.4 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/graphics-performance-analyzers/download.html
Intel® XTU Software Advisory,INTEL-SA-01066,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01066.html,['CVE-2024-21835'],Insecure inherited permissions in some Intel® XTU software before version 7.14.0.15 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® XTU software before version 7.14.0.15.,"Intel recommends updating Intel® XTU software to version 7.14.0.15 or later Updates are available for download at this location:
https://www.intel.com/content/www/us/en/download/17881/intel-extreme-tuning-utility-intel-xtu.html"
Intel® Computing Improvement Program Software Advisory,INTEL-SA-01059,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01059.html,['CVE-2024-21843'],Uncontrolled search path for some Intel® Computing Improvement Program software before version 2.4.0.10654 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Computing Improvement Program before version 2.4.10654.,Intel recommends updating Intel® Computing Improvement Program to version 2.4.10654 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/19296
Intel® Ethernet Controller Administrative Tools Installer Software Advisory,INTEL-SA-01056,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01056.html,['CVE-2024-21828'],Improper access control in some Intel® Ethernet Controller Administrative Tools software before version 28.3 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,"Intel® Ethernet Adapter Complete Driver Pack software before version 28.3. Intel® Ethernet Connections Boot Utility, Preboot Images, and EFI Drivers software before version 28.3.","Intel recommends updating Intel® Ethernet Adapter Complete Driver Pack software to version 28.3 or later.
Updates are available for download at this location:  
https://www.intel.com/content/www/us/en/download/15084  Intel® Ethernet Connections Boot Utility, Preboot Images, and EFI Drivers software to version 28.3 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/download/15755"
Intel® Quartus Prime Software Advisory,INTEL-SA-01055,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01055.html,"['CVE-2024-21837', 'CVE-2024-21809', 'CVE-2024-21777', 'CVE-2024-21862']",Uncontrolled search path in some Intel® Quartus® Prime Standard Edition Design software before version 23.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Quartus® Prime Lite Edition Design software before version 23.1. Intel®  Prime Pro Edition Design software before version 23.4. Intel® Quartus® Prime Standard Edition software before version 23.1.,Intel recommends updating Intel® Quartus® Prime Lite Edition Design software to version 23.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/software-kit/785086  Intel recommends updating Intel® Quartus® Prime Pro Edition Design software to version 23.4 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/software-kit/794625  Intel recommends updating Intel® Quartus® Prime Standard Edition Design software to version 23.1 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/software-kit/795127
Intel® Processor Identification Utility Software Advisory,INTEL-SA-01054,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01054.html,['CVE-2024-21774'],"Uncontrolled search path in some Intel® Processor Identification Utility software before versions 6.10.34.1129, 7.1.6 may allow an authenticated user to potentially enable escalation of privilege via local access.",,,,,Intel® Processor Identification Utility software before version 7.1.6. Intel® Processor Identification Utility-Legacy software before version 6.10.34.1129.,"Intel® recommends updating Intel Processor Identification Utility software to version 7.1.6 or later. 
Intel® recommends updating Intel Processor Identification Utility-Legacy software to version 6.10.34.1129 or later. 

Updates are available for download at this location: 
https://www.intel.com/content/www/us/en/download/12136/intel-processor-identification-utility-windows-version.html"
Intel® Arc™ & Iris® Xe Graphics Software Advisory,INTEL-SA-01053,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01053.html,['CVE-2024-21864'],Improper neutralization in some Intel® Arc™ & Iris® Xe Graphics software before version 31.0.101.5081 may allow an unauthenticated user to potentially enable escalation of privilege via adjacent network access.,,,,,Intel® Arc™ & Iris® Xe Graphics software before version 31.0.101.5081.,"Intel recommends updating Intel® Arc™ & Iris® Xe Graphics software to version 31.0.101.5081 or later. Updates are available for download at this location: 

https://www.intel.com/content/www/us/en/download/785597/intel-arc-iris-xe-graphics-windows.html"
Intel® Core™ Ultra Processor Advisory,INTEL-SA-01052,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01052.html,['CVE-2023-46103'],Sequence of processor instructions leads to unexpected behavior in Intel® Core™ Ultra Processors may allow an authenticated user to potentially enable denial of service via local access.,,,,,"Product Collection
Platform
Vertical Segment
CPU ID
Platform ID
Intel® Core™ Ultra Processors
Meteor Lake
Client
0XA06A4
0x7",Intel recommends that users of Intel® Core™ Ultra processors microcode update to the latest version provided by the system manufacturer that addresses these issues.
2024.2 IPU - Intel® Processor Advisory,INTEL-SA-01051,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01051.html,['CVE-2023-45733'],Hardware logic contains race conditions in some Intel® Processors may allow an authenticated user to potentially enable partial information disclosure via local access.,,,,,"Product Collection

Platform

Vertical Segment

CPU ID

Platform ID

Intel® Core™ Ultra processors

Meteor Lake

Client

0xa06a4

0x7

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family, Intel® Celeron® Processor Family

Alder Lake

Mobile

0x906A4

80

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Mobile

0x906A3

80

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Desktop

0x90672

07

12th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Alder Lake

Desktop

0x90675

07

Intel® Core™ Processor N series

 Intel® Processor N-series

 Intel Atom® Processor X Series

Alder Lake

Mobile, Embedded

0xB06E0

11

13th Generation Intel® Core™ Processor Family

 Intel® Pentium® Gold Processor Family

 Intel® Celeron® Processor Family

Raptor Lake

Mobile Desktop

0xB0671

 0xB06A2

01

Intel® Atom® Processors C Series

Arizona Beach

Embedded

0x906a4

40",Intel recommends that users of Intel® Processors update to the latest microcode version provided by the system manufacturer that addresses these issues.
Intel® FPGA Firmware Advisory,INTEL-SA-01050,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01050.html,"['CVE-2023-49614', 'CVE-2024-22390']",Improper input validation in firmware for some Intel(R) FPGA products before version 2.9.1 may allow denial of service.,,,,,"Intel® Agilex™ 7 FPGA and SoC FPGA product families.
Intel® Stratix® 10 FPGA and SoC FPGA product families.",Intel recommends updating the affected Intel® FPGA product families above to version 2.9.0 or later. Updates are available for download at this location: https://github.com/altera-opensource/arm-trusted-firmware/commits/socfpga_v2.9.0
Intel® Advisor Software Advisory,INTEL-SA-01047,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01047.html,['CVE-2024-21772'],Uncontrolled search path in some Intel® Advisor software before version 2024.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Advisor before version 2024.0 Intel® oneAPI Base Toolkit before version 2024.0,Intel recommends updating Intel® Advisor to version 2024.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#advisor  Intel® oneAPI Base Toolkit before version 2024.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/toolkits.html#base-kit
Intel® Inspector Software Advisory,INTEL-SA-01043,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01043.html,['CVE-2024-22379'],Uncontrolled search path in some Intel® Inspector software before version 2024.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Inspector software before version 2024.0. Intel® HPC Toolkit software before version 2024.0.,Intel recommends updating Intel® Inspector software to version 2024.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#inspector  Intel recommends updating Intel® HPC Toolkit software to version 2024.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/tools/oneapi/hpc-toolkit-download.html
Intel® Distribution for GDB Software Advisory,INTEL-SA-01042,"May 14, 2024","May 14, 2024",https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-01042.html,['CVE-2024-21841'],Uncontrolled search path for some Intel® Distribution for GDB software before version 2024.0 may allow an authenticated user to potentially enable escalation of privilege via local access.,,,,,Intel® Distribution for GDB before version 2024.0.,Intel recommends updating Intel® Distribution for GDB to version 2024.0 or later. Updates are available for download at this location: https://www.intel.com/content/www/us/en/developer/articles/tool/oneapi-standalone-components.html#distributiongdb
